"trajectory","subtrajectory","peakcomposition"
"1:1 2:2 3:1 3:0","A1B1/A1A2B1B2/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 3:1 3:0","A1B1/A1A2B1B2/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 3:1 3:0","A1B1/A1B1B2/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A2A3A4B1B2/A2A3A4B2/A2A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B3B4/A1B1B3B4/B1B3B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A2B1B2/A2A3B1B2B3/A3B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A2B1B2/A2A3B1B2B4/A3B1B2B4/B1B2B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B2/A2A3A4B2B3/A2A3A4B3/A2A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B2B3B4/A2B2B3B4/B2B3B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A2B1B2/A2A3B1B3B4/A2B1B3B4/B1B3B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B4/A2B1B2B4/B1B2B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B2/A1A3A4B2B3/A1A3A4B3/A1A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A2A3A4B1B2/A2A3A4B1/A2A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A2A4B1B2/A1A2A4B2/A1A2A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B3B4/A2B1B3B4/B1B3B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A2A4B1B2/A1A2A4B1/A1A2A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B4/A1B1B2B4/B1B2B4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B3/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A3A4B1B2/A1A3A4B1/A1A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A2A3B1B2/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B3/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A3A4B1B2/A1A3A4B2/A1A3A4","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A2B1B2/A2A3B1B2B3/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B2/A1A2A3B2B3/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:2 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A2A3B1B2/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:1 3:0","A1B1/A1A2B1B2/A2B1B2/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:1 3:0","A1B1/A1A2B1B2/A1A2B1/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:2 2:1 3:1 3:0","A1B1/A1A2B1B2/A1B1B2/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/B1B2B3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3","0.333333333333333 0.666666666666667 1"
"1:1 2:1 2:2 3:2 3:1 3:0","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3","0.333333333333333 0.666666666666667 1"
